UNITID,Year,INSTNM,State,Total_Students,Known_Students,Unknown_Students,In_State_Students,Out_State_Students,Foreign_Students,US_Students,Avg_Cost,Median_HH_Income
230995,2016,Norwich University,VT,799,795,4,77,705,13,782,59627,68974.52
207458,2016,Oklahoma City University,OK,329,324,5,137,174,13,311,44942,59190.63
141334,2016,University of West Georgia,GA,2434,2384,50,2357,14,13,2371,23684,66454.08
221351,2016,Rhodes College,TN,507,506,1,146,347,13,493,64249,73395.81
153269,2016,Drake University,IA,767,767,0,215,540,12,755,57643,70375.31
237118,2016,Alderson Broaddus University,WV,260,260,0,76,172,12,248,42676,44559.33
139366,2016,Columbus State University,GA,1055,1054,1,936,106,12,1042,19807,55979.92
181738,2016,Union College,NE,156,156,0,11,133,12,144,36243,60804.76
210429,2016,Western Oregon University,OR,899,898,1,669,217,12,886,22810,59410.15
238661,2016,Edgewood College,WI,263,262,1,225,25,12,250,44826,68115.77
151306,2016,University of Southern Indiana,IN,1681,1681,0,1437,232,12,1669,20146,57279.45
140447,2016,Mercer University,GA,856,856,0,703,141,12,844,52940,67164.94
198136,2016,Campbell University,NC,912,912,0,721,179,12,900,51131,56906.03
198899,2016,Mars Hill University,NC,396,396,0,286,98,12,384,45406,56558.51
449339,2016,American Public University System,WV,1340,1301,39,19,1270,12,1289,16569,64276.692131199976
229814,2016,West Texas A & M University,TX,1330,1330,0,1141,177,12,1318,20456,51385.91
150941,2016,Huntington University,IN,207,207,0,139,56,12,195,38461,63046.08
123165,2016,Scripps College,CA,270,259,11,109,138,12,247,77588,79153.99
217536,2016,Salve Regina University,RI,548,548,0,78,458,12,536,61072,81126.67
217721,2016,Benedict College,SC,604,601,3,350,239,12,589,28000,49336.04
174817,2016,Saint Mary's University of Minnesota,MN,283,283,0,138,133,12,271,49200,70833.22
110413,2016,California Lutheran University,CA,638,638,0,527,100,11,627,60668,81648.78
218742,2016,University of South Carolina-Upstate,SC,762,754,8,693,50,11,743,23660,54689.19
237899,2016,West Virginia State University,WV,420,420,0,300,109,11,409,19144,48790.55
173045,2016,Augsburg College,MN,477,477,0,398,68,11,466,54069,72224.74
139311,2016,Clayton  State University,GA,588,588,0,568,9,11,577,18374,65444.71
217518,2016,Roger Williams University,RI,1211,1207,4,143,1053,11,1196,54865,84094.11
231059,2016,Saint Michael's College,VT,461,461,0,66,384,11,450,61892,75427.87
155900,2016,Southwestern College,KS,182,182,0,55,116,11,171,46869,58156.66
218539,2016,Presbyterian College,SC,287,287,0,200,76,11,276,53720,62666.83
151801,2016,Indiana Wesleyan University-Marion,IN,684,684,0,380,294,10,674,39347,62930.13
214041,2016,Millersville University of Pennsylvania,PA,1327,1327,0,1197,120,10,1317,27526,65479.69
199643,2016,Shaw University,NC,643,643,0,412,221,10,633,29686,53196.27
235316,2016,Gonzaga University,WA,1271,1265,6,561,694,10,1255,61761,67848.44
482149,2016,Augusta University,GA,812,812,0,745,57,10,802,20115,64276.692131199976
199218,2016,University of North Carolina Wilmington,NC,2223,2222,1,1887,325,10,2212,24837,62176.12
217864,2016,Citadel Military College of South Carolina,SC,734,734,0,401,324,9,725,30022,66736.53
201654,2016,Cedarville University,OH,769,769,0,286,474,9,760,42318,67472.37
107512,2016,Ouachita Baptist University,AR,396,396,0,240,147,9,387,40200,61306.22
125763,2016,Whittier College,CA,426,423,3,329,85,9,414,61052,73825.46
207661,2016,Rogers State University,OK,668,665,3,640,16,9,656,20029,50487.79
216010,2016,Shippensburg University of Pennsylvania,PA,1381,1381,0,1269,103,9,1372,29182,63560.54
217907,2016,Coker College,SC,259,258,1,173,76,9,249,42395,49143.33
163046,2016,Loyola University Maryland,MD,1095,1091,4,167,915,9,1082,67196,92129.84
224323,2016,University of Dallas,TX,371,363,8,209,145,9,354,58050,75912.69
203368,2016,John Carroll University,OH,715,714,1,428,277,9,705,57651,68368.11
203580,2016,Lake Erie College,OH,219,219,0,148,62,9,210,45740,63624.4
218229,2016,Lander University,SC,608,608,0,563,36,9,599,24474,52256.85
154101,2016,Northwestern College,IA,282,282,0,131,142,9,273,45760,58600.59
198215,2016,Catawba College,NC,349,348,1,260,79,9,339,44235,60564.51
206048,2016,Tiffin University,OH,461,445,16,298,138,9,436,41055,59678.08
226091,2016,Lamar University,TX,1547,1547,0,1515,23,9,1538,20362,53474.77
219709,2016,Belmont University,TN,1571,1563,8,357,1197,9,1554,54595,70368.62
212197,2016,Elizabethtown College,PA,443,442,1,277,156,9,433,44978,70213.56
212160,2016,Edinboro University of Pennsylvania,PA,1034,1034,0,872,153,9,1025,22036,52799.06
117751,2016,The Master's University and Seminary,CA,174,174,0,103,62,9,165,40783,71662.94
152390,2016,Saint Mary's College,IN,432,432,0,119,304,9,423,58956,72879.94
202806,2016,Franklin University,OH,43,43,0,31,3,9,34,23956,59424.91
213349,2016,Kutztown University of Pennsylvania,PA,1693,1693,0,1440,245,8,1685,28414,67783.54
219949,2016,Cumberland University,TN,447,445,2,410,27,8,437,38392,59163.95
168528,2016,Adrian College,MI,490,462,28,352,102,8,454,54621,66915.1
225432,2016,University of Houston-Downtown,TX,939,936,3,925,3,8,928,20995,59551.33
169442,2016,College for Creative Studies,MI,269,269,0,218,43,8,261,57085,74293.04
240471,2016,University of Wisconsin-River Falls,WI,1219,1219,0,565,646,8,1211,17971,69159.98
212133,2016,Eastern University,PA,442,440,2,273,159,8,432,48828,68457.57
197869,2016,Appalachian State University,NC,3125,3121,4,2811,302,8,3113,19661,61267.04
240417,2016,University of Wisconsin-Stout,WI,1588,1588,0,978,602,8,1580,19704,65020.23
125897,2016,Woodbury University,CA,137,137,0,112,17,8,129,55032,60713.37
228468,2016,Southwestern Adventist University,TX,134,134,0,83,43,8,126,31865,57388.77
168786,2016,Aquinas College,MI,299,299,0,274,18,7,292,43921,64829.33
235097,2016,Eastern Washington University,WA,1697,1688,9,1574,107,7,1681,20480,56952.77
218070,2016,Furman University,SC,748,748,0,202,539,7,741,67299,71867.28
163462,2016,Mount St Mary's University,MD,417,415,2,210,198,7,408,57867,81781.05
175980,2016,Millsaps College,MS,252,252,0,95,150,7,245,57996,56763.17
202903,2016,Gods Bible School and College,OH,59,59,0,13,39,7,52,15632,53235.79
107071,2016,Henderson State University,AR,746,746,0,619,120,7,739,23005,45548.96
218654,2016,University of South Carolina-Beaufort,SC,487,484,3,397,80,7,477,24235,60345.78
214272,2016,Neumann University,PA,375,375,0,226,142,7,368,50640,69149.16
201548,2016,Capital University,OH,613,613,0,545,61,7,606,47719,64246.32
182458,2016,Sierra Nevada College,NV,94,94,0,20,67,7,87,50040,71252.07
228705,2016,Texas A & M University-Kingsville,TX,1257,1256,1,1241,8,7,1249,22645,45266.24
208822,2016,George Fox University,OR,635,609,26,283,319,7,602,51439,65616.22
228981,2016,Texas Lutheran University,TX,377,377,0,365,5,7,370,42208,65468.32
211893,2016,Curtis Institute of Music,PA,18,18,0,0,11,7,11,22192,70406
235167,2016,The Evergreen State College,WA,572,572,0,341,224,7,565,24371,63843.36
206349,2016,Ursuline College,OH,106,106,0,86,14,6,100,44600,60856.87
220215,2016,Freed-Hardeman University,TN,325,324,1,180,138,6,318,35099,53404.21
217934,2016,Columbia College,SC,146,146,0,123,17,6,140,33178,56463.66
210331,2016,Corban University,OR,239,237,2,103,128,6,231,45919,61069.68
204617,2016,Ohio Dominican University,OH,230,226,4,202,18,6,220,42524,65362.52
173160,2016,Bethel University,MN,565,558,7,439,113,6,552,52723,77038.37
162007,2016,Bowie State University,MD,967,965,2,889,70,6,959,22891,77046.6
211583,2016,Chestnut Hill College,PA,241,241,0,150,85,6,235,54599,61319.18
115728,2016,Holy Names University,CA,96,96,0,89,1,6,90,57486,72379.02
221661,2016,Southern Adventist University,TN,502,483,19,115,362,6,477,35820,60144.84
173328,2016,Concordia University-Saint Paul,MN,244,241,3,184,51,6,235,32686,71270.22
156286,2016,Bellarmine University,KY,637,637,0,458,173,6,631,56319,65601.28
139861,2016,Georgia College and State University,GA,1381,1381,0,1367,8,6,1375,28707,68382.02
212452,2016,Faith Theological Seminary,MD,13,13,0,7,0,6,7,37686.031269160027,64276.692131199976
210146,2016,Southern Oregon University,OR,699,661,38,306,349,6,655,17755,54749.32
236230,2016,Pacific Lutheran University,WA,680,616,64,415,195,6,610,56830,65366.76
217873,2016,Claflin University,SC,490,490,0,417,67,6,484,33777,45792.28
172264,2016,Siena Heights University,MI,293,293,0,254,34,5,288,39539,63208.96
220701,2016,Martin Methodist College,TN,262,262,0,212,45,5,257,40576,49230.32
181330,2016,Midland University,NE,341,341,0,212,124,5,336,45689,56723.06
240374,2016,University of Wisconsin-Parkside,WI,666,666,0,571,90,5,661,16320,64274.59
155627,2016,Ottawa University-Ottawa,KS,190,190,0,104,81,5,185,47369,65346.8
169479,2016,Davenport University,MI,632,623,9,589,29,5,618,31321,56679.53
229179,2016,Texas Woman's University,TX,1302,1278,24,1257,16,5,1273,19418,69739.2
207403,2016,Oklahoma Baptist University,OK,605,565,40,369,191,5,560,42983,59289.35
129534,2016,Holy Apostles College and Seminary,CT,16,16,0,3,8,5,11,37686.031269160027,64276.692131199976
225575,2016,Huston-Tillotson University,TX,145,145,0,125,15,5,140,24148,57117.25
219790,2016,Bryan College-Dayton,TN,208,208,0,157,46,5,203,38061,56756.79
141237,2016,Truett McConnell University,GA,222,222,0,198,19,5,217,33299,62186.38
180595,2016,Rocky Mountain College,MT,217,217,0,112,100,5,212,40804,51454.11
219082,2016,Dakota State University,SD,329,329,0,222,102,5,324,22365,52093.19
199032,2016,Montreat College,NC,165,165,0,96,64,5,160,40841,61225.9
215114,2016,Cairn University-Langhorne,PA,147,147,0,74,68,5,142,41762,69912.01
154712,2016,Benedictine College,KS,517,517,0,119,393,5,512,46309,64485.18
219383,2016,University of Sioux Falls,SD,281,281,0,135,141,5,276,30472,57493.05
121309,2016,Point Loma Nazarene University,CA,594,594,0,448,141,5,589,53045,71269.62
219833,2016,Christian Brothers University,TN,337,337,0,262,71,4,333,43939,61225.91
217305,2016,New England Institute of Technology,RI,444,444,0,225,215,4,440,45601,64106.73
155520,2016,MidAmerica Nazarene University,KS,180,180,0,81,95,4,176,48863,69737.68
161457,2016,University of New England,ME,722,722,0,167,551,4,718,56844,64934.4
204635,2016,Ohio Northern University,OH,598,598,0,461,133,4,594,49392,63536.16
199102,2016,North Carolina A & T State University,NC,1969,1967,2,1459,504,4,1963,18348,56398.61
236133,2016,Northwest University,WA,198,197,1,141,52,4,193,45095,71872.75
211088,2016,Arcadia University,PA,606,606,0,307,295,4,602,59684,72830.78
377564,2016,University of Washington-Tacoma Campus,WA,534,523,11,504,15,4,519,21705,69752.4
173665,2016,Hamline University,MN,548,548,0,445,99,4,544,51984,70958.04
198303,2016,Chowan University,NC,522,494,28,278,212,4,490,37161,53634.23
174127,2016,Minneapolis College of Art and Design,MN,163,159,4,75,80,4,155,53010,70094.27
215947,2016,Seton Hill University,PA,366,366,0,260,102,4,362,50395,54100.65
129215,2016,Eastern Connecticut State University,CT,1013,1013,0,889,120,4,1009,27425,76020.15
160755,2016,Tulane University of Louisiana,LA,1856,1781,75,230,1547,4,1777,75628,69803.28
238476,2016,Carthage College,WI,724,724,0,235,485,4,720,59175,76392.24
173452,2016,Martin Luther College,MN,196,196,0,28,164,4,192,27230,64939.16
160630,2016,Southern University at New Orleans,LA,145,145,0,132,9,4,141,16762,43920.92
110060,2016,Bethesda University,CA,89,38,51,32,3,3,35,22453,73410.31
159416,2016,Louisiana State University-Shreveport,LA,257,257,0,232,22,3,254,19065,47946.96
237367,2016,Fairmont State University,WV,816,802,14,699,100,3,799,17639,42179.08
216764,2016,West Chester University of Pennsylvania,PA,2454,2454,0,2075,376,3,2451,26114,74655.83
123572,2016,Sonoma State University,CA,1806,1806,0,1779,24,3,1803,26537,75511.05
228325,2016,Southwestern Assemblies of God University,TX,331,331,0,218,110,3,328,34268,59789.49
152099,2016,Oakland City University,IN,93,93,0,67,23,3,90,37683,52931.31
152567,2016,Trine University,IN,461,461,0,291,167,3,458,47142,60275.33
449870,2016,University of the West,CA,20,20,0,17,0,3,17,24236,64276.692131199976
151379,2016,Indiana University-Southeast,IN,935,935,0,729,203,3,932,17421,57669.69
159009,2016,Grambling State University,LA,865,856,9,490,363,3,853,24332,44602.47
158477,2016,Centenary College of Louisiana,LA,130,130,0,69,58,3,127,55300,58549.24
217688,2016,Charleston Southern University,SC,723,721,2,560,158,3,718,40177,57179.15
210401,2016,Willamette University,OR,474,474,0,101,370,3,471,66416,68135.42
141325,2016,Wesleyan College,GA,104,103,1,86,14,3,100,34952,57826.42
181446,2016,Nebraska Wesleyan University,NE,420,420,0,356,61,3,417,48718,59199.51
441937,2016,California State University-Channel Islands,CA,1010,1010,0,1005,2,3,1007,25150,78662.36
205124,2016,Rabbinical College Telshe,OH,14,14,0,6,5,3,11,20200,60972.72
151786,2016,Marian University,IN,392,392,0,324,65,3,389,49112,65206.92
180984,2016,Concordia University-Nebraska,NE,323,323,0,135,185,3,320,45672,60450.28
175005,2016,St Catherine University,MN,430,427,3,353,71,3,424,50794,71786.79
245953,2016,Mid-America Christian University,OK,135,135,0,104,28,3,132,28755,51555.64
204194,2016,Mount Vernon Nazarene University,OH,452,452,0,404,45,3,449,43341,60597.42
163578,2016,Notre Dame of Maryland University,MD,93,92,1,79,10,3,89,52667,70799.46
199184,2016,University of North Carolina School of the Arts,NC,213,213,0,100,110,3,210,21755,68862.71
201195,2016,Baldwin Wallace University,OH,706,706,0,523,180,3,703,48655,66257.54
181127,2016,Hastings College,NE,273,273,0,175,95,3,270,44893,58174.49
141185,2016,Toccoa Falls College,GA,215,215,0,154,58,3,212,37297,59357.86
140340,2016,Herzing University-Atlanta,GA,57,57,0,54,1,2,55,29587,57868.59
211024,2016,Clarks Summit University,PA,90,89,1,37,50,2,87,33826,62401.75
140234,2016,LaGrange College,GA,239,239,0,198,39,2,237,46034,61341.56
226383,2016,Lubbock Christian University,TX,320,320,0,275,43,2,318,37198,51468.15
198598,2016,Greensboro College,NC,249,249,0,196,51,2,247,30302,63893.94
176406,2016,Tougaloo College,MS,201,201,0,140,59,2,199,22784,44758.77
163532,2016,Ner Israel Rabbinical College,MD,35,35,0,19,14,2,33,23250,59120.36
110468,2016,Alliant International University-San Diego,CA,10,10,0,6,2,2,8,37686.031269160027,71211.32
180814,2016,Bellevue University,NE,34,34,0,20,12,2,32,22961,63424.91
203128,2016,Hiram College,OH,207,207,0,160,45,2,205,50555,63946.73
215691,2016,Rosemont College,PA,158,158,0,116,40,2,156,35805,57790.62
384412,2016,University of the Potomac-Washington DC Campus,DC,34,34,0,14,18,2,32,24964,78717.65
488068,2016,Huntington College of Health Sciences,TN,18,18,0,0,16,2,16,27091,64276.692131199976
199865,2016,Warren Wilson College,NC,185,184,1,58,124,2,182,52526,70885.71
201964,2016,Ohio Christian University,OH,653,653,0,310,341,2,651,32568,54881.86
170967,2016,Rochester College,MI,183,182,1,170,10,2,180,33013,72043.03
236328,2016,University of Puget Sound,WA,674,674,0,126,546,2,672,68072,72356.02
172033,2016,Sacred Heart Major Seminary,MI,18,17,1,15,0,2,15,36882,73787.59
133872,2016,Adventist University of Health Sciences,FL,92,92,0,79,11,2,90,33648,60028.37
131399,2016,University of the District of Columbia,DC,482,469,13,401,66,2,467,22638,51576.54
198756,2016,Johnson C Smith University,NC,302,301,1,163,136,2,299,33444,57295.75
137272,2016,Saint John Vianney College Seminary,FL,10,10,0,7,1,2,8,40000,64276.692131199976
142461,2016,Northwest Nazarene University,ID,225,225,0,113,110,2,223,42068,59470.41
209603,2016,Pacific Northwest College of Art,OR,81,81,0,28,51,2,79,54345,63108.93
217776,2016,Southern Wesleyan University,SC,203,202,1,149,51,2,200,35949,54696.17
212984,2016,Holy Family University,PA,328,328,0,284,42,2,326,37020,61868.46
199999,2016,Winston-Salem State University,NC,952,949,3,880,67,2,947,20382,54716.68
224004,2016,Concordia University-Texas,TX,280,280,0,269,9,2,278,47251,72128.5
157058,2016,Kentucky State University,KY,204,204,0,108,95,1,203,16885,51636.62
484905,2016,University of North Texas at Dallas,TX,280,279,1,277,1,1,278,18930,64276.692131199976
137953,2016,Trinity Baptist College,FL,97,95,2,70,24,1,94,22571,58249.91
219718,2016,Bethel University,TN,407,398,9,338,59,1,397,30992,50031.89
174437,2016,North Central University,MN,220,220,0,116,103,1,219,37644,65000.36
238193,2016,Alverno College,WI,168,168,0,150,17,1,167,40724,58784.16
213783,2016,Mansfield University of Pennsylvania,PA,450,450,0,355,94,1,449,24278,51271.33
214148,2016,Moore College of Art and Design,PA,71,70,1,39,30,1,69,60910,70661.87
238430,2016,Cardinal Stritch University,WI,165,165,0,141,23,1,164,44172,64348.07
117104,2016,Life Pacific College,CA,92,92,0,46,45,1,91,29158,65850.07
120184,2016,Notre Dame de Namur University,CA,157,154,3,134,19,1,153,37686.031269160027,89560.16
111188,2016,California State University Maritime Academy,CA,241,241,0,201,39,1,240,28149,78248.99
117575,2016,Southern California Seminary,CA,8,8,0,7,0,1,7,37686.031269160027,61547.27
238263,2016,Madison Area Technical College,WI,1765,1741,24,1715,25,1,1740,14210,64533.76
130493,2016,Southern Connecticut State University,CT,1400,1400,0,1332,67,1,1399,25413,74581.97
443599,2016,American College of Healthcare Sciences,OR,25,23,2,2,20,1,22,24887,64276.692131199976
227331,2016,Our Lady of the Lake University,TX,216,215,1,207,7,1,214,40753,52505.04
181783,2016,Wayne State College,NE,579,579,0,466,112,1,578,19521,51810.1
238616,2016,Concordia University-Wisconsin,WI,478,478,0,326,151,1,477,45936,64715.84
240338,2016,Wisconsin Lutheran College,WI,228,228,0,161,66,1,227,43118,69126.34
112084,2016,San Diego Christian College,CA,57,57,0,47,9,1,56,47755,66943.92
150604,2016,Franklin College,IN,238,238,0,223,14,1,237,46533,61682.88
217925,2016,Columbia International University,SC,81,81,0,42,38,1,80,36979,64434.93
152336,2016,University of Saint Francis-Fort Wayne,IN,343,343,0,298,44,1,342,40759,63802.5
136215,2016,Nova Southeastern University,FL,659,656,3,401,254,1,655,50429,62876.89
247773,2016,Yeshiva Gedolah of Greater Detroit,MI,13,13,0,9,3,1,12,15067,63218.7
216278,2016,Susquehanna University,PA,637,637,0,334,302,1,636,64760,72676.24
200004,2016,Western Carolina University,NC,1924,1924,0,1775,148,1,1923,18462,56230.92
